Date,Distributor,Hub,Inv.Value(RMB),Product Hierarchy - Brand,Store Group Channel,IDS GIV
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,MM,1243.9
2025-01-17,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,135194.98,H&S,WS,1173.01
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,B Store,261.19
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,CB,125.39
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,CVS,432.69
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,DCP,353.76
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,DKS,36.84
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,DMW,55.07
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,DP.com,110.22
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,EB,17.5
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,Grocery & Others,316.77
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,HSM,6161.42
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,ICP,2675.15
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,MM,959.54
2025-01-18,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,118408.55,H&S,WS,0.0
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,B Store,196.91
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,CB,237.5
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,CVS,546.72
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,DCP,561.58
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,DKS,29.14
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,DMW,46.25
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,DP.com,145.07
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,EB,22.62
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,Grocery & Others,452.07
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,HSM,9804.49
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,ICP,0.0
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,MM,1184.71
2025-01-19,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,106903.02,H&S,WS,1295.17
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,B Store,207.5
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,CB,115.94
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,CVS,464.8
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,DCP,372.09
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,DKS,34.31
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,DMW,38.74
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,DP.com,85.5
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,EB,24.28
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,Grocery & Others,524.89
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,HSM,7885.64
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,ICP,2354.61
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,MM,904.07
2025-01-20,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,92380.79,H&S,WS,0.0
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,B Store,202.86
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,CB,153.31
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,CVS,530.98
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,DCP,402.57
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,DKS,36.55
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,DMW,54.9
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,DP.com,128.16
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,EB,19.94
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,Grocery & Others,361.07
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,HSM,6207.41
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,ICP,0.0
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,MM,1033.74
2025-01-21,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,79368.41,H&S,WS,0.0
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,B Store,198.15
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,CB,189.21
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,CVS,661.58
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,DCP,363.71
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,DKS,24.1
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,DMW,58.28
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,DP.com,117.46
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,EB,16.27
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,Grocery & Others,292.6
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,HSM,6707.19
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,ICP,0.0
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,MM,746.04
2025-01-22,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,70236.93,H&S,WS,841.88
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,B Store,180.85
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,CB,173.34
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,CVS,608.74
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,DCP,491.34
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,DKS,26.69
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,DMW,48.73
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,DP.com,79.86
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,EB,19.42
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,Grocery & Others,379.47
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,HSM,4875.82
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,ICP,0.0
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,MM,944.94
2025-01-23,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,60020.47,H&S,WS,0.0
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,B Store,196.42
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,CB,249.8
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,CVS,662.35
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,DCP,659.56
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,DKS,32.0
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,DMW,54.99
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,DP.com,169.2
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,EB,30.7
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,Grocery & Others,693.6
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,HSM,10754.8
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,ICP,1547.82
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,MM,867.93
2025-01-24,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,52191.29,H&S,WS,0.0
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,B Store,299.82
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,CB,197.87
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,CVS,596.28
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,DCP,587.2
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,DKS,40.18
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,DMW,56.05
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,DP.com,102.28
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,EB,27.86
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,Grocery & Others,527.75
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,HSM,6933.91
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,ICP,3196.68
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,MM,928.5
2025-01-25,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,36272.13,H&S,WS,0.0
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,B Store,193.91
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,CB,116.91
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,CVS,693.27
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,DCP,364.81
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,DKS,26.83
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,DMW,69.32
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,DP.com,104.95
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,EB,18.91
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,Grocery & Others,485.53
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,HSM,7031.23
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,ICP,0.0
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,MM,964.26
2025-01-26,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,22777.75,H&S,WS,952.77
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,B Store,223.52966100500757
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,CB,189.42321623526823
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,CVS,508.5077513936035
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,DCP,364.06177904038606
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,DKS,38.74440796605433
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,DMW,63.15329332531686
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,DP.com,111.35694638741283
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,EB,30.550061923553127
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,Grocery & Others,350.98198955196415
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,HSM,9082.891797937515
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,ICP,0.0
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,MM,791.8451393866651
2025-01-27,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,11755.04,H&S,WS,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-28,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-29,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-30,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-01-31,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-02-01,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,MM,0.0
2025-02-02,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,WS,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,B Store,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CB,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,CVS,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DCP,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DKS,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DMW,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,DP.com,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,EB,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,Grocery & Others,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,HSM,0.0
2025-02-03,WuHan_Chuangjie,武汉创洁工贸淡化股份有限公司-武汉东西湖,0.0,H&S,ICP,0.0
